name,card_type,mana_color,mana_cost,energy_cost,art_path,frame_path,mana_icon_path,image_prompt,output_path
Star Sentinel,Creature,Aether Blue,7,6,art/Aether/Creature/Aether_Creature_11.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Star Sentinel’ landing from a leap, dust pluming around the impact, seen from a Dutch tilt mid‑action. The setting is bioluminescent reefs with glassy wave crests, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, micro‑particles shining like stars. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_11.png
Sky Manta,Creature,Aether Blue,6,5,art/Aether/Creature/Aether_Creature_12.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Sky Manta’ bracing amid a shockwave rippling across the terrain, seen from a Dutch tilt mid‑action. The setting is glacial fjords with translucent blue ice caverns, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, ripples of refracted light and lens flares. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_12.png
Mist Seeker,Creature,Aether Blue,4,6,art/Aether/Creature/Aether_Creature_13.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Mist Seeker’ guarding a relic as light rakes across armor, seen from a aerial top‑down sweep. The setting is bioluminescent reefs with glassy wave crests, colored with cool sapphire and cyan hues, pale silver highlights; soft bokeh from distant blue lanterns, ionized mist and spray frozen by fast shutter motion. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_13.png
Tide Ray,Creature,Aether Blue,7,7,art/Aether/Creature/Aether_Creature_14.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Tide Ray’ emerging from mist with eyes igniting, seen from a wide cinematic landscape. The setting is floating libraries of light over a moonlit bay, colored with cool sapphire and cyan hues, pale silver highlights; micro‑particles shining like stars, holographic sigils spiraling through the air. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_14.png
Gale Seeker,Creature,Aether Blue,4,8,art/Aether/Creature/Aether_Creature_15.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Gale Seeker’ landing from a leap, dust pluming around the impact, seen from a aerial top‑down sweep. The setting is bioluminescent reefs with glassy wave crests, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, holographic sigils spiraling through the air. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_15.png
Gale Leviathan,Creature,Aether Blue,3,8,art/Aether/Creature/Aether_Creature_16.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Gale Leviathan’ emerging from mist with eyes igniting, seen from a dynamic three‑quarter view. The setting is glacial fjords with translucent blue ice caverns, colored with cool sapphire and cyan hues, pale silver highlights; ripples of refracted light and lens flares, holographic sigils spiraling through the air. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_16.png
Sky Strider,Creature,Aether Blue,6,5,art/Aether/Creature/Aether_Creature_17.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Sky Strider’ emerging from mist with eyes igniting, seen from a wide cinematic landscape. The setting is crystalline observatories above a misty sea, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, ripples of refracted light and lens flares. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_17.png
Sky Seraph,Creature,Aether Blue,3,7,art/Aether/Creature/Aether_Creature_18.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Sky Seraph’ emerging from mist with eyes igniting, seen from a Dutch tilt mid‑action. The setting is bioluminescent reefs with glassy wave crests, colored with cool sapphire and cyan hues, pale silver highlights; micro‑particles shining like stars, ionized mist and spray frozen by fast shutter motion. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_18.png
Crystal Warden,Creature,Aether Blue,3,7,art/Aether/Creature/Aether_Creature_19.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Crystal Warden’ raising a shielded limb against incoming force, seen from a wide cinematic landscape. The setting is storm-charged causeways over churning waters, colored with cool sapphire and cyan hues, pale silver highlights; soft bokeh from distant blue lanterns, micro‑particles shining like stars. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_19.png
Echo Leviathan,Creature,Aether Blue,6,7,art/Aether/Creature/Aether_Creature_20.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Echo Leviathan’ stalking forward with predatory focus, seen from a ground‑level tracking shot. The setting is glacial fjords with translucent blue ice caverns, colored with cool sapphire and cyan hues, pale silver highlights; micro‑particles shining like stars, ripples of refracted light and lens flares. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_20.png
Star Seraph,Creature,Aether Blue,7,5,art/Aether/Creature/Aether_Creature_21.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Star Seraph’ roaring into the wind as particles whirl, seen from a ground‑level tracking shot. The setting is storm-charged causeways over churning waters, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, ripples of refracted light and lens flares. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_21.png
Tide Seraph,Creature,Aether Blue,4,6,art/Aether/Creature/Aether_Creature_22.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Tide Seraph’ landing from a leap, dust pluming around the impact, seen from a profile portrait with dramatic backlight. The setting is crystalline observatories above a misty sea, colored with cool sapphire and cyan hues, pale silver highlights; micro‑particles shining like stars, soft bokeh from distant blue lanterns. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_22.png
Frost Sage,Creature,Aether Blue,3,6,art/Aether/Creature/Aether_Creature_23.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Frost Sage’ guarding a relic as light rakes across armor, seen from a Dutch tilt mid‑action. The setting is bioluminescent reefs with glassy wave crests, colored with cool sapphire and cyan hues, pale silver highlights; holographic sigils spiraling through the air, ionized mist and spray frozen by fast shutter motion. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_23.png
Echo Sage,Creature,Aether Blue,5,6,art/Aether/Creature/Aether_Creature_24.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Echo Sage’ raising a shielded limb against incoming force, seen from a dynamic three‑quarter view. The setting is bioluminescent reefs with glassy wave crests, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, ripples of refracted light and lens flares. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_24.png
Mist Sage,Creature,Aether Blue,3,6,art/Aether/Creature/Aether_Creature_25.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Mist Sage’ emerging from mist with eyes igniting, seen from a ground‑level tracking shot. The setting is glacial fjords with translucent blue ice caverns, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, soft bokeh from distant blue lanterns. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_25.png
Aether Warden,Creature,Aether Blue,3,8,art/Aether/Creature/Aether_Creature_26.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Aether Warden’ stalking forward with predatory focus, seen from a ground‑level tracking shot. The setting is rain-swept cliffside towers with arcane antennas, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, micro‑particles shining like stars. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_26.png
Wave Strider,Creature,Aether Blue,7,8,art/Aether/Creature/Aether_Creature_27.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Wave Strider’ mid‑charge with debris kicked from the ground, seen from a Dutch tilt mid‑action. The setting is glacial fjords with translucent blue ice caverns, colored with cool sapphire and cyan hues, pale silver highlights; ripples of refracted light and lens flares, holographic sigils spiraling through the air. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_27.png
Mist Voyager,Creature,Aether Blue,7,5,art/Aether/Creature/Aether_Creature_28.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Mist Voyager’ bracing amid a shockwave rippling across the terrain, seen from a wide cinematic landscape. The setting is floating libraries of light over a moonlit bay, colored with cool sapphire and cyan hues, pale silver highlights; micro‑particles shining like stars, ionized mist and spray frozen by fast shutter motion. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_28.png
Star Warden,Creature,Aether Blue,6,6,art/Aether/Creature/Aether_Creature_29.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Star Warden’ coiling to strike with tense musculature, seen from a aerial top‑down sweep. The setting is rain-swept cliffside towers with arcane antennas, colored with cool sapphire and cyan hues, pale silver highlights; ripples of refracted light and lens flares, ionized mist and spray frozen by fast shutter motion. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_29.png
Frost Sentinel,Creature,Aether Blue,6,7,art/Aether/Creature/Aether_Creature_30.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Frost Sentinel’ roaring into the wind as particles whirl, seen from a over‑the‑shoulder perspective. The setting is floating libraries of light over a moonlit bay, colored with cool sapphire and cyan hues, pale silver highlights; soft bokeh from distant blue lanterns, ripples of refracted light and lens flares. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_30.png
Wave Seeker,Creature,Aether Blue,6,6,art/Aether/Creature/Aether_Creature_31.png,frames/scifi_frame.png,icons/mana_aether.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Wave Seeker’ coiling to strike with tense musculature, seen from a profile portrait with dramatic backlight. The setting is bioluminescent reefs with glassy wave crests, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, soft bokeh from distant blue lanterns. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/Aether_Creature_31.png
