name,category,mana_color_style,mana_color_code,mana_cost,energy_cost,art_path,frame_path,mana_icon_path,image_prompt,output_path,card_set,frame_type,video_prompt,video_path
Star Sentinel,CREATURE,Azure Magic,AZURE,7,3,art/AZURE/CREATURE/star-sentinel.png,frames/rare_creature_frame.png,icons/mana_azure.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Star Sentinel’ landing from a leap, dust pluming around the impact, seen from a Dutch tilt mid‑action. The setting is bioluminescent reefs with glassy wave crests, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, micro‑particles shining like stars. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/star-sentinel.png,Open Portal Enhanced,common_creature_frame,"Animated version of Star Sentinel, subtle magical effects, 3-second loop",videos/creature/star-sentinel.mp4
Sky Manta,CREATURE,Azure Magic,AZURE,6,2,art/AZURE/CREATURE/sky-manta.png,frames/rare_creature_frame.png,icons/mana_azure.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Sky Manta’ bracing amid a shockwave rippling across the terrain, seen from a Dutch tilt mid‑action. The setting is glacial fjords with translucent blue ice caverns, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, ripples of refracted light and lens flares. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/sky-manta.png,Open Portal Enhanced,common_creature_frame,"Animated version of Sky Manta, subtle magical effects, 3-second loop",videos/creature/sky-manta.mp4
Mist Seeker,CREATURE,Azure Magic,AZURE,4,1,art/AZURE/CREATURE/mist-seeker.png,frames/common_creature_frame.png,icons/mana_azure.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Mist Seeker’ guarding a relic as light rakes across armor, seen from a aerial top‑down sweep. The setting is bioluminescent reefs with glassy wave crests, colored with cool sapphire and cyan hues, pale silver highlights; soft bokeh from distant blue lanterns, ionized mist and spray frozen by fast shutter motion. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/mist-seeker.png,Open Portal Enhanced,common_creature_frame,"Animated version of Mist Seeker, subtle magical effects, 3-second loop",videos/creature/mist-seeker.mp4
Tide Ray,CREATURE,Azure Magic,AZURE,7,3,art/AZURE/CREATURE/tide-ray.png,frames/rare_creature_frame.png,icons/mana_azure.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Tide Ray’ emerging from mist with eyes igniting, seen from a wide cinematic landscape. The setting is floating libraries of light over a moonlit bay, colored with cool sapphire and cyan hues, pale silver highlights; micro‑particles shining like stars, holographic sigils spiraling through the air. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/tide-ray.png,Open Portal Enhanced,common_creature_frame,"Animated version of Tide Ray, subtle magical effects, 3-second loop",videos/creature/tide-ray.mp4
Gale Seeker,CREATURE,Azure Magic,AZURE,4,1,art/AZURE/CREATURE/gale-seeker.png,frames/common_creature_frame.png,icons/mana_azure.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Gale Seeker’ landing from a leap, dust pluming around the impact, seen from a aerial top‑down sweep. The setting is bioluminescent reefs with glassy wave crests, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, holographic sigils spiraling through the air. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/gale-seeker.png,Open Portal Enhanced,common_creature_frame,"Animated version of Gale Seeker, subtle magical effects, 3-second loop",videos/creature/gale-seeker.mp4
Gale Leviathan,CREATURE,Azure Magic,AZURE,3,1,art/AZURE/CREATURE/gale-leviathan.png,frames/common_creature_frame.png,icons/mana_azure.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Gale Leviathan’ emerging from mist with eyes igniting, seen from a dynamic three‑quarter view. The setting is glacial fjords with translucent blue ice caverns, colored with cool sapphire and cyan hues, pale silver highlights; ripples of refracted light and lens flares, holographic sigils spiraling through the air. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/gale-leviathan.png,Open Portal Enhanced,common_creature_frame,"Animated version of Gale Leviathan, subtle magical effects, 3-second loop",videos/creature/gale-leviathan.mp4
Sky Strider,CREATURE,Azure Magic,AZURE,6,2,art/AZURE/CREATURE/sky-strider.png,frames/rare_creature_frame.png,icons/mana_azure.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Sky Strider’ emerging from mist with eyes igniting, seen from a wide cinematic landscape. The setting is crystalline observatories above a misty sea, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, ripples of refracted light and lens flares. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/sky-strider.png,Open Portal Enhanced,common_creature_frame,"Animated version of Sky Strider, subtle magical effects, 3-second loop",videos/creature/sky-strider.mp4
Sky Seraph,CREATURE,Azure Magic,AZURE,3,1,art/AZURE/CREATURE/sky-seraph.png,frames/common_creature_frame.png,icons/mana_azure.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Sky Seraph’ emerging from mist with eyes igniting, seen from a Dutch tilt mid‑action. The setting is bioluminescent reefs with glassy wave crests, colored with cool sapphire and cyan hues, pale silver highlights; micro‑particles shining like stars, ionized mist and spray frozen by fast shutter motion. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/sky-seraph.png,Open Portal Enhanced,common_creature_frame,"Animated version of Sky Seraph, subtle magical effects, 3-second loop",videos/creature/sky-seraph.mp4
Crystal Warden,HERO,Azure Magic,AZURE,0,0,art/AZURE/HERO/hero-azure-157.png,frames/common_hero_frame.png,icons/mana_azure.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Crystal Warden’ raising a shielded limb against incoming force, seen from a wide cinematic landscape. The setting is storm-charged causeways over churning waters, colored with cool sapphire and cyan hues, pale silver highlights; soft bokeh from distant blue lanterns, micro‑particles shining like stars. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/hero-azure-157.png,Open Portal Enhanced,rare_hero_frame,"Animated version of Crystal Warden, subtle magical effects, 3-second loop",videos/hero/hero-azure-157.mp4
Echo Leviathan,CREATURE,Azure Magic,AZURE,6,2,art/AZURE/CREATURE/echo-leviathan.png,frames/rare_creature_frame.png,icons/mana_azure.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Echo Leviathan’ stalking forward with predatory focus, seen from a ground‑level tracking shot. The setting is glacial fjords with translucent blue ice caverns, colored with cool sapphire and cyan hues, pale silver highlights; micro‑particles shining like stars, ripples of refracted light and lens flares. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/echo-leviathan.png,Open Portal Enhanced,common_creature_frame,"Animated version of Echo Leviathan, subtle magical effects, 3-second loop",videos/creature/echo-leviathan.mp4
Star Seraph,CREATURE,Azure Magic,AZURE,7,3,art/AZURE/CREATURE/star-seraph.png,frames/rare_creature_frame.png,icons/mana_azure.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Star Seraph’ roaring into the wind as particles whirl, seen from a ground‑level tracking shot. The setting is storm-charged causeways over churning waters, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, ripples of refracted light and lens flares. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/star-seraph.png,Open Portal Enhanced,common_creature_frame,"Animated version of Star Seraph, subtle magical effects, 3-second loop",videos/creature/star-seraph.mp4
Tide Seraph,CREATURE,Azure Magic,AZURE,4,1,art/AZURE/CREATURE/tide-seraph.png,frames/common_creature_frame.png,icons/mana_azure.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Tide Seraph’ landing from a leap, dust pluming around the impact, seen from a profile portrait with dramatic backlight. The setting is crystalline observatories above a misty sea, colored with cool sapphire and cyan hues, pale silver highlights; micro‑particles shining like stars, soft bokeh from distant blue lanterns. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/tide-seraph.png,Open Portal Enhanced,common_creature_frame,"Animated version of Tide Seraph, subtle magical effects, 3-second loop",videos/creature/tide-seraph.mp4
Frost Sage,HERO,Azure Magic,AZURE,0,0,art/AZURE/HERO/hero-azure-049.png,frames/common_hero_frame.png,icons/mana_azure.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Frost Sage’ guarding a relic as light rakes across armor, seen from a Dutch tilt mid‑action. The setting is bioluminescent reefs with glassy wave crests, colored with cool sapphire and cyan hues, pale silver highlights; holographic sigils spiraling through the air, ionized mist and spray frozen by fast shutter motion. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/hero-azure-049.png,Open Portal Enhanced,epic_hero_frame,"Animated version of Frost Sage, subtle magical effects, 3-second loop",videos/hero/hero-azure-049.mp4
Echo Sage,CREATURE,Azure Magic,AZURE,5,1,art/AZURE/CREATURE/echo-sage.png,frames/common_creature_frame.png,icons/mana_azure.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Echo Sage’ raising a shielded limb against incoming force, seen from a dynamic three‑quarter view. The setting is bioluminescent reefs with glassy wave crests, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, ripples of refracted light and lens flares. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/echo-sage.png,Open Portal Enhanced,common_creature_frame,"Animated version of Echo Sage, subtle magical effects, 3-second loop",videos/creature/echo-sage.mp4
Mist Sage,CREATURE,Azure Magic,AZURE,3,1,art/AZURE/CREATURE/mist-sage.png,frames/common_creature_frame.png,icons/mana_azure.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Mist Sage’ emerging from mist with eyes igniting, seen from a ground‑level tracking shot. The setting is glacial fjords with translucent blue ice caverns, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, soft bokeh from distant blue lanterns. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/mist-sage.png,Open Portal Enhanced,common_creature_frame,"Animated version of Mist Sage, subtle magical effects, 3-second loop",videos/creature/mist-sage.mp4
Aether Warden,CREATURE,Azure Magic,AZURE,3,1,art/AZURE/CREATURE/aether-warden.png,frames/common_creature_frame.png,icons/mana_azure.png,"Ultra‑detailed hand‑painted scene for a premium trading card game — a fusion of Magic: The Gathering’s epic scope with Pokémon’s character appeal. Painted like a traditional oil masterpiece on canvas with layered glazing, chiaroscuro, natural film grain, tactile brush texture in edges, physically accurate light and shadow, atmospheric perspective; strictly no CGI look, no plastic shading. Depict the Aether Blue mana creature ‘Aether Warden’ stalking forward with predatory focus, seen from a ground‑level tracking shot. The setting is rain-swept cliffside towers with arcane antennas, colored with cool sapphire and cyan hues, pale silver highlights; ionized mist and spray frozen by fast shutter motion, micro‑particles shining like stars. Emphasize painterly realism: layered color, micro‑detail in focal areas, looser strokes in the distance, subtle edge variation, natural bloom and depth of field. Full‑frame composition, cinematic but unmistakably hand‑painted.",output/aether-warden.png,Open Portal Enhanced,common_creature_frame,"Animated version of Aether Warden, subtle magical effects, 3-second loop",videos/creature/aether-warden.mp4
